Survey Year,Institution Name,Classification Name,Football Total Revenue,Not Allocated by Gender/Sport Revenue,Grand Total Revenue
2015,The University of Texas at El Paso,NCAA Division I-A,11636472,1381153,28119525
2015,The University of Texas at San Antonio,NCAA Division I-A,8782297,9579962,27822072
2015,Troy University,NCAA Division I-A,7534913,6715090,21639113
2015,Tulane University of Louisiana,NCAA Division I-A,3215000,49172061,53141211
2015,University at Buffalo,NCAA Division I-A,7539610,12020741,32008011
2015,University of Akron Main Campus,NCAA Division I-A,7473209,15965320,35125592
2015,University of Alabama at Birmingham,NCAA Division I-A,,18036969,32304934
2015,University of Arizona,NCAA Division I-A,41388363,11378830,81279425
2015,University of Arkansas,NCAA Division I-A,68970599,36208633,127316374
2015,University of California-Berkeley,NCAA Division I-A,41527030,11200627,84200594
2015,University of California-Los Angeles,NCAA Division I-A,38548482,39259132,98913023
2015,University of Central Florida,NCAA Division I-A,22377609,16206618,52317442
2015,University of Cincinnati-Main Campus,NCAA Division I-A,13848429,11190229,43367493
2015,University of Colorado Boulder,NCAA Division I-A,37544684,27117654,77276890
2015,University of Connecticut,NCAA Division I-A,17673179,26444515,79267924
2015,University of Florida,NCAA Division I-A,83761070,33747361,134033664
2015,University of Georgia,NCAA Division I-A,87613126,21024376,123841268
2015,University of Hawaii at Manoa,NCAA Division I-A,11979786,12049785,41997257
2015,University of Houston,NCAA Division I-A,16180918,17565682,50886777
2015,University of Idaho,NCAA Division I-A,6913838,4949850,20067832
2015,University of Illinois at Urbana-Champaign,NCAA Division I-A,32910979,24566105,78395389
2015,University of Iowa,NCAA Division I-A,56551411,45571281,117002340
2015,University of Kansas,NCAA Division I-A,30245133,45993331,94697418
2015,University of Kentucky,NCAA Division I-A,39714834,54496573,124006908
2015,University of Louisiana at Lafayette,NCAA Division I-A,7424084,6036379,23108123
2015,University of Louisiana at Monroe,NCAA Division I-A,5158578,2341764,13050868
2015,University of Louisville,NCAA Division I-A,40568726,23043026,112146501
2015,University of Maryland-College Park,NCAA Division I-A,30071434,37258392,94101697
2015,University of Massachusetts-Amherst,NCAA Division I-A,8556416,8856464,36548826
2015,University of Memphis,NCAA Division I-A,14814121,12482769,49849343
2015,University of Miami,NCAA Division I-A,34217378,36035422,85615972
2015,University of Michigan-Ann Arbor,NCAA Division I-A,97149706,26808781,146219589
2015,University of Minnesota-Twin Cities,NCAA Division I-A,49363392,36192337,107705479
2015,University of Mississippi,NCAA Division I-A,56823049,26505251,98377760
2015,University of Missouri-Columbia,NCAA Division I-A,30358216,29436658,91573174
2015,University of Nebraska-Lincoln,NCAA Division I-A,65012080,24560419,109967175
2015,University of Nevada-Las Vegas,NCAA Division I-A,9359657,13935227,39010843
2015,University of Nevada-Reno,NCAA Division I-A,9736900,7112231,30096439
2015,University of New Mexico-Main Campus,NCAA Division I-A,9137178,8278620,35338508
2015,University of North Carolina at Chapel Hill,NCAA Division I-A,40523499,17383651,90969518
2015,University of North Carolina at Charlotte,NCAA Division I-A,8362740,12437036,32513763
2015,University of North Texas,NCAA Division I-A,12763221,5261967,30851453
2015,University of Notre Dame,NCAA Division I-A,98532894,25082810,134211095
2015,University of Oklahoma-Norman Campus,NCAA Division I-A,94142098,37051144,150371578
2015,University of Oregon,NCAA Division I-A,66576139,12157075,92375046
2015,University of Pittsburgh-Pittsburgh Campus,NCAA Division I-A,34336998,12581584,75273117
2015,University of South Alabama,NCAA Division I-A,9066874,5571566,24452664
2015,University of South Carolina-Columbia,NCAA Division I-A,59629815,46304740,122331092
2015,University of South Florida-Main Campus,NCAA Division I-A,9779081,30861230,48405192
2015,University of Southern California,NCAA Division I-A,51240237,26037288,106195078
2015,University of Southern Mississippi,NCAA Division I-A,8642689,6193214,23165362
2015,University of Toledo,NCAA Division I-A,9313584,8995758,29546057
2015,University of Tulsa,NCAA Division I-A,13090492,6355752,40465787
2015,University of Utah,NCAA Division I-A,47685530,11320460,70346405
2015,University of Virginia-Main Campus,NCAA Division I-A,27931475,45426381,100632835
2015,University of Washington-Seattle Campus,NCAA Division I-A,69134064,19611436,107154560
2015,University of Wisconsin-Madison,NCAA Division I-A,71220684,20809883,130045544
2015,University of Wyoming,NCAA Division I-A,10714937,12089535,35450681
2015,Utah State University,NCAA Division I-A,8288817,12574254,33725099
2015,Vanderbilt University,NCAA Division I-A,26782777,19704868,78793574
2015,Virginia Polytechnic Institute and State University,NCAA Division I-A,48433646,15201208,84064779
2015,Wake Forest University,NCAA Division I-A,19922855,18177044,62053971
2015,Washington State University,NCAA Division I-A,34457679,20655528,71285725
2015,West Virginia University,NCAA Division I-A,19300894,40259951,91412352
2015,Western Kentucky University,NCAA Division I-A,7648174,10819522,28607583
2015,Western Michigan University,NCAA Division I-A,8577674,10202358,31799976
